what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1303878234174
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303878236437
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878237467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878241785
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1303878244027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303878258923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878260059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878424777
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1303878429602
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1303878430636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1303878447391
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303878455638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878457261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878507946
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1303878511134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878515680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878519349
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878524095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878527344
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1303878527355
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878531802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303878535700
opened,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1303878535769
