what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869110908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869113752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303869119184
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869120111
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869123959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869125416
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869129665
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303869134321
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869135305
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869140283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869147687
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869163682
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869169674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869177723
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1303869181309
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1303869181437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303869183610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869185400
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869196407
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303869206096
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869207104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869210363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303869218614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869220016
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869228421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303869237512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869238577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869281989
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869293245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869320358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303869359208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870274939
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870290328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870291358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870294150
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1303870295257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870298834
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1303870301738
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1303870303822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870306669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870307670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870310392
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870320078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870321950
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870326157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870327264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870329722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870336058
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870356354
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870359420
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870360712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870367362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870374875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870399984
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1303870407238
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1303870407891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870408240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870409225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870430607
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1303870436439
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870477124
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1303870478240
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870482302
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870485959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870488322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870492898
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1303870501680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870502956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870504792
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870513904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870515363
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303870590450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303870607562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1303870611915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1303870620456
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1303870622035
